sentiment,guj_text,eng_text
entertainment,'સંજૂ'નાં ટ્રેલર પર સલમાન ખાને આપેલાં નિવેદન પર રણબીરનો સણસણતો જવાબ,Ranbir's scathing response to Salman Khan's statement on 'Sanju' trailer
entertainment,"રિશી કપૂરે શેર કર્યો શાહી લગ્નનો ખુબજ ફની વીડિયો, આવશે રાજકપૂરની યાદ..","Rishi Kapoor shared a very funny video of the royal wedding, Raj Kapoor will be remembered."
entertainment,"પતિ સાથે મસ્તીના મૂડમાં જોવા મળી સોનમ કપૂર, જૂઓ Pics","Sonam Kapoor seen in a fun mood with her husband, see pics"
business,હવે તમામ બેંકોએ સાયબર સિક્યોરિટી ફ્રેમવર્ક કરાવવું ફરજિયાત,Now it is mandatory for all banks to have a cybersecurity framework
business,નોકરી કરનારા માટે ત્રણના બદલે એક મહિનાનો હોવો જોઈએ નોટિસ પીરિયડ: રિપોર્ટ,Notice period for employees should be one month instead of three: Report
entertainment,"ભારતીય જાસુસ બનેલી આલિયાની 'રાઝી', જાણો બોક્સ ઓફિસ પર કેટલું કમાઇ?","Alia's 'Raazi', an Indian spy, know how much it earned at the box office?"
entertainment,"'ગોલ્ડન ગર્લ' વિનેશને કોણે કહ્યું , 'મારી છોરીયાં છોરો સે કમ હે ક્યા?'","Who told 'Golden Girl' Vinesh, 'Why are my daughters so young?'"
entertainment,"પુનીશ અને બંદિગીએ કોપી કર્યો વિરાટ-અનુષ્કાનો KISS પોઝ, થઈ ગયા ટ્રોલ","Puneesh and Bandigi copied Virat-Anushka's KISS pose, got trolled"
tech,"Honda Jazzનું એક્સક્લૂઝિવ એડિશન લોન્ચ, Baleno અને  i20ને આપશે ટક્કર","Honda Jazz Exclusive Edition Launched, Will Compete With Baleno And i20"
business,Marutiની કાર આજથી આટલા રૂપિયા સુધી થશે મોંઘી! આ કારણથી વધી કિંમતો,Maruti cars will become expensive by this much from today! Prices have increased due to this reason
entertainment,"પ્રખ્યાત ભજન ગાયક વિનોદ અગ્રવાલનું નિધન, બે દિવસથી વેન્ટિલેટર પર હતા","Famous bhajan singer Vinod Agarwal passes away, was on ventilator for two days"
entertainment,#MeToo: સંજના સાંઘી સાથે છેડતીના આરોપ પર સુશાંત સિંઘ રાજપૂતની સ્પષ્ટતા,#MeToo: Sushant Singh Rajput clarifies on allegations of molestation with Sanjana Sanghi
tech,5 નહીં 8 કરોડ ફેસબુક યૂઝર્સના લીક થયેલા ડેટામાં આટલા ભારતીયો છે સામેલ,"This many Indians are involved in the leaked data of 8 crore Facebook users, not 50"
business,ઓછું પ્રદૂષણ ફેલાવતા ગ્રીન ફટાકડા કેવા હોય છે અને ક્યાં મળશે?,What are green fireworks that emit less pollution and where can they be found?
business,"મોદી સરકાર પરંપરા તોડશે, ચૂંટણી વર્ષમાં પણ ફૂલ બજેટ રજૂ કરશે","Modi government will break tradition, present full budget even in election year"
entertainment,"આ કપલે શેર કરી હનિમૂન તસવીર, સોશિયલ મીડિયા પર મચાવી ધૂમ","This couple shared their honeymoon picture, creating a stir on social media."
tech,349 રૂપિયામાં ક્યો પ્લાન છે તમારા માટે શ્રેષ્ઠ,Which plan is best for you in Rs 349
business,"દિલ્હી સહિત આ છ રાજ્યોમાં પેટ્રોલ-ડીઝલ ઉપર લાગશે એક સરખો ટેક્સ, થશે આ ફાયદો","Same tax will be levied on petrol and diesel in these six states including Delhi, this will be the benefit"
entertainment,હિચકી સ્પેશિયલ સ્ક્રીનિંગ: શ્રીદેવીના નિધન બાદ પહેલીવાર ફિલ્મ જોવા પહોચ્યા બોની-ખુશી કપૂર,Hichki special screening: Boney-Khushi Kapoor attend the film for the first time after Sridevi's death
entertainment,"પ્લાસ્ટિક સર્જરીએ બગાડ્યો ચહેરો, આવી દેખાવા લાગી છે વાણી કપૂર","Plastic surgery has ruined her face, this is what Vaani Kapoor is starting to look like"
tech,"દુનિયાનો સૌથી સ્મોલ PC ભારતમાં લોન્ચ, કિંમત 13,500 રૂપિયા","World's smallest PC launched in India, priced at Rs 13,500"
business,ઘર ખરીદનારાઓને હવે વધુ વ્યાજ-સબસિડીનો લાભ મળશે,Home buyers will now benefit from more interest-subsidy
entertainment,"સોનાક્ષીએ amazon પર મંગાવ્યા 18,000 રૂપિયાના હેડફોન, બોક્સમાંથી નીકળ્યો ભંગાર","Sonakshi ordered headphones worth Rs 18,000 on Amazon, found a broken item in the box"
business,"નાણામંત્રી અરૂણ જેટલી બોલ્યા, નોટબંધીથી અમીર થયો દેશ, સાથ આપનારાઓનો આભાર","Finance Minister Arun Jaitley said, the country became richer due to demonetization, thanks to those who supported it"
business,"કેન્દ્ર સરકારે મોબાઇલ કંપનીઓને આપ્યો આદેશ, હવે થશે આ ક્રાંતિકારી બદલાવ!","The central government has given orders to mobile companies, now this revolutionary change will happen!"
entertainment,"આ છોકરીને મળ્યો સની લિયોનીનો રોલ, આવતા વર્ષે રિલીઝ થશે બાયોપિક","This girl got Sunny Leone's role, biopic will be released next year"
business,જીસ્વાનની ખરાબ કનેકટીવિટીના પગલે ડિજિટલ પ્રોજેકટ ખોરંભે ચઢયો,Digital project hit by disruption due to poor connectivity of JISWAN
entertainment,"પ્રિયંકાના કપડાની ટ્વિટર પર ઉડી મજાક, ફેન્સ બોલ્યા-ખોટી જગ્યાએ કટ થયો છે ડ્રેસ","Priyanka's outfit was mocked on Twitter, fans said - the dress was cut in the wrong place"
entertainment,"'મસાન'ની અભિનેત્રી શ્વેતા ત્રિપાઠી કરશે લગ્ન, જાણો કોણ છે દુલ્હો?","'Masaan' actress Shweta Tripathi will get married, know who the bride is?"
entertainment,"BEING SALMAN: કેન્સરગ્રસ્ત બાળકને મળવા પહોચ્યો સલમાન, જુઓ VIDEO","BEING SALMAN: Salman reaches out to meet a child suffering from cancer, watch VIDEO"
tech,તમે પણ કરો છો WhatsApp પર ચેટિંગ તો જરૂરી છે આ પાંચ ટિપ્સ,"If you are also chatting on WhatsApp, then these five tips are essential"
tech,"એપલે લોન્ચ કર્યા iPhone 10 અને 10s MAX,  ફેસ લોકને બનાવ્યું વધુ સરળ","Apple launches iPhone 10 and 10s MAX, makes face lock easier"
business,7 કલાક 46 મિનિટની ચર્ચા અને 33 નેતાઓના ભાષણ બાદ પાસ થયું GST બિલ,GST Bill passed after 7 hours and 46 minutes of debate and speeches by 33 leaders
entertainment,કંઇક આ રીતે જેઠાણી સાથે પ્રિયંકા ચોપરાએ સેલિબ્રેટ કર્યુ નવું વર્ષ,This is how Priyanka Chopra celebrated New Year with Jethani
business,LICની ખાસ પોલિસી: દરરોજનાં 15 રૂપિયા ખર્ચી મેળવો લાખોનો નફો,LIC's special policy: Get lakhs of profit by spending Rs 15 daily
business,ઘીકાંટા કાપડ બજારમાં તોલમાપ વિભાગના દરોડા,Raids by weighing department in Ghikanta cloth market
tech,"Nokia 1 લોન્ચ, કંપનીનો અત્યાર સુધીનો સૌથી સસ્તો સ્માર્ટફોન","Nokia 1 launched, the company's cheapest smartphone yet"
entertainment,ફોર્બ્સના '30 અંડર 30 એશિયા' લિસ્ટમાં અનુષ્કા સહિત આ ભારતીયો સામેલ,"These Indians, including Anushka, are included in Forbes' '30 Under 30 Asia' list"
entertainment,"વિરાટ-અનુષ્કાએ અહી ઉજવ્યું નવું વર્ષ, જુઓ તસવીર","Virat-Anushka celebrated New Year here, see pictures"
entertainment,આપણે એ કર્યું જે કોઇ સ્વાભિમાની દેશએ કરવું જોઇએ: કમલ હસન,We did what any self-respecting country should do: Kamal Haasan
entertainment,"પ્રિયંકા ચોપરાના હનીમૂનની તસવીરો થઇ રહી છે વાયરલ, જુઓ રોમેન્ટિક અંદાજ","Priyanka Chopra's honeymoon pictures are going viral, see the romantic look"
entertainment,ઈશાન-જ્હાનવીએ પૂર્ણ કર્યુ ફિલ્મ 'ધડક'નું શૂટિંગ,Ishaan-Janhvi complete shooting for 'Dhadak'
tech,"15મી સપ્ટેમ્બરથી Aadhaarનું ફેસ ઓથેન્ટિકેશન જરૂરી, શું છે નવું ફિચર?","Face authentication of Aadhaar required from September 15th, what is the new feature?"
business,ચાલુ સાલે ગોદરેજ પ્રૉપર્ટીઝે 51.4 કરોડનો નફો કર્યો,Godrej Properties made a profit of Rs 51.4 crore this year
business,Facebookથી ઘરે બેઠા કરો લાખોની કમાણી!,Earn millions from home with Facebook!
entertainment,દુબઈમાંથી શ્રીદેવીનો મૃતદેહ ભારતમાં લાવવા આ વ્યક્તિએ કરી હતી મદદ,This person helped bring Sridevi's body to India from Dubai
tech,"ટ્રાયલ રુમ કે હોટલમાં હિડન કેમેરા તો નથી ને, આ Appથી કરો ચેક","There are no hidden cameras in the trial room or hotel, check with this app"
business,હવે કરિયાણાની દુકાન અને પેટ્રોલ પમ્પ પર પણ દવાઓ વેચાશે,Now medicines will be sold at grocery stores and petrol pumps too
entertainment,"શાહરુખની પાછળ પડ્યો પાકિસ્તાની ‘કાળો કાગડો’, ફેન્સે ‘કાગડા’ને ભગાડ્યો!","A Pakistani 'black crow' followed Shah Rukh, fans chased the 'crow' away!"
business,ચાલુ વર્ષમાં લોકો ભાડાનું મકાન લેવું પસંદ વઘારે કરે છે,People are increasingly choosing to rent a house this year.
business,"મોદીની કોપી કરી રહ્યા છે ઈમરાન, પાકિસ્તાનમાં શરૂ કરી ભારત જેવી 6 સ્કીમ","Imran is copying Modi, launching 6 schemes like India in Pakistan"
entertainment,નવાઝુદ્દીન સિદ્દકીએ 'મન્ટો'ને હૂબહૂ પડદા ઉપર કર્યો છે જીવંત,Nawazuddin Siddiqui has brought 'Manto' to life on screen.
tech,"50 દિવસ સુધી ચાલશે આ સ્માર્ટફોનની બેટરી, જાણો શું છે ખાસિયત","This smartphone's battery will last for 50 days, know what is its special feature"
entertainment,"ટાઇગર શ્રોફની બહેન ક્રિષ્નાની બિચ, બિકીની અને બેસ્ટ ફ્રેન્ડ સાથેની ખાસ તસવીરો","Tiger Shroff's sister Krishna's special pictures with her boyfriend, bikini and best friend"
business,ખુશખબર! 10 વર્ષમાં ત્રણ ગણી વધી જશે તમારા ઘરની કિંમત,Good news! The value of your house will triple in 10 years
entertainment,"કાળિયાર કેસ: સલમાન દોષી જાહેર, અન્ય આરોપીઓને મોટી રાહત","Blackbuck case: Salman found guilty, big relief for other accused"
business,કેન્દ્રનું બજેટ 2016 ગુજરાતના CM આનંદીબેન પટેલને કેવું લાગ્યું? જાણો,How did Gujarat CM Anandiben Patel feel about the Central Budget 2016? Find out
entertainment,"તૈમૂરે કર્યા બાપ્પાનાં દર્શન, જુઓ મસ્તી ભરેલો તેનો VIDEO","Taimur visited his father, watch his funny video"
tech,આવી રીતે સર્ચ કરવાથી Google પર મળશે એકદમ સટીક રિઝલ્ટ,Searching in this way will give you the most accurate results on Google.
business,"GST થયો ઓછો, પણ રેસ્ટોરન્ટના બિલમાં ગ્રાહકોને નથી થતો ફાયદો","GST has been reduced, but consumers are not benefiting from restaurant bills"
entertainment,'102 નોટ આઉટ'ની સ્ક્રિનિંગ સમયે જીમિતે શેર કરી ફેન મોમેન્ટ્સ,Jimit shares fan moments at the screening of '102 Not Out'
entertainment,LFWમાં બોલિવૂડ એક્ટ્રેસ ક્રિસ્ટલના હોટ અવતારે તમામને કર્યા ઘાયલ,Bollywood actress Krystal's hot avatar at LFW left everyone in awe
entertainment,પૂનમ પાંડેના આ ડાન્સ વીડિયોએ સોશિયલ મીડિયામાં ફેલાવી સનસનાટી,This dance video of Poonam Pandey created a sensation on social media.
entertainment,Bigg Boss: આ હોટ હસીનાએ બોલ્ડ અવતારથી કર્યુ નવા વર્ષનું સ્વાગત,Bigg Boss: This hot actress welcomed the New Year with a bold avatar.
entertainment,ઇન્ટરનેટ સેન્સેશન બની ચૂકેલી પ્રિયા પ્રકાશ સાથે ખાસ વાતચીત,An exclusive interview with internet sensation Priya Prakash
entertainment,"બાથટબમાં ચાની ચુસ્કી લઈ રહી છે બોલ્ડ બ્યુટી ઉર્વશી, તસવીરો વાયરલ","Bold beauty Urvashi sipping tea in the bathtub, pictures go viral"
entertainment,"પંડ્યા-રાહુલ પર બોલ્યો કરણ, 'હું ઘણી રાતોથી ઊંઘી શક્યો નથી'","Karan spoke on Pandya-Rahul, 'I haven't been able to sleep for many nights'"
entertainment,"'બિચ બેબી' લીસાએ શેર કરી તસવીરો, મિત્રો સાથે વિતાવી રહી છે સમય","'Bitch Baby' Lisa shares pictures, spending time with friends"
entertainment,"Good News: નક્કી થઇ ગઇ રણવીર-દીપિકાનાં લગ્નની તારીખ, બેંગ્લુરુમાં જ થશે મેરેજ","Good News: Ranveer-Deepika's wedding date has been decided, the marriage will take place in Bengaluru."
entertainment,"શ્રીની દીકરી અને શાહિદનાં સાવકા ભાઇની આવી રહી છે ફિલ્મ, જુઓ ઓનલોકેશનની તસવીર","A film is coming up of Shree's daughter and Shahid's half-brother, see the on-location picture"
tech,હવે તમને પૂછ્યાં વગર કોઇ નહીં કરી શકે WhatsApp ગ્રુપમાં એડ,Now no one can add you to WhatsApp groups without asking you.
business,"ભારતીય રિઝર્વ બેંકે રેપો રેટ ઘટાડ્યો, લોન થશે સસ્તી, જોવો Video","Reserve Bank of India reduces repo rate, loans will become cheaper, watch video"
business,"હવે વેટિંગ ઇ-ટિકિટ કેન્સલ નહિ થાય, રેલવે બનાવી શકે છે આ નવો નિયમ","Now waiting e-tickets will not be cancelled, Railways may make this new rule"
tech,જબરદસ્ત સેલ્ફી કેમેરા સાથે લોન્ચ થયો Honor 10 Lite,Honor 10 Lite launched with a great selfie camera
tech,"IITના વિદ્યાર્થીઓએ બનાવી નોટ ઓળખતી એપ, 9 સેકન્ડમાં મળી જશે બધી જાણકારી","IIT students have created a note recognition app, all the information will be available in 9 seconds"
entertainment,"શાહરૂખ કરતાં પણ વધુ દિલદાર છે આર્યન ખાન, જુઓ VIDEO","Aryan Khan is more courageous than Shah Rukh, watch VIDEO"
tech,Xiaomi પોતાની 8મી વર્ષગાંઠ પર લોન્ચ કરશે આ નવો ફોન,Xiaomi will launch this new phone on its 8th anniversary
tech,"Bajaj pulsar 150 નિયોન ભારતમાં લોન્ચ, જાણો કિંમત અને ફિચર્સ","Bajaj Pulsar 150 Neon launched in India, know price and features"
business,"હવે ટેક્સ ચોરી પર છીનવાઇ જશે LPG સબસિડી, બ્લોક થશે પેન નંબર","Now LPG subsidy will be taken away for tax evasion, PAN number will be blocked"
business,"ઇન્ફોસિસના CFO રાજીવ બંસલે આપ્યું રાજીનામું, એમ ડી રંગનાથ કાર્યભાર સંભાળશે","Infosys CFO Rajiv Bansal resigns, MD Ranganath to take charge"
entertainment,"એક તસવીરને લીધે રહેમાન થયા ટ્રોલ, પુત્રીએ આપ્યો આવો જવાબ","Rehman got trolled due to a picture, daughter gave this reply"
business,"ગોલ્ડ મોનેટાઇજેશનના નિયમો બદલાયા, હવે સોનું સીધુ રિફાઇનરીમાં જમા કરાવી શકાશે","Gold monetization rules changed, now gold can be deposited directly in the refinery"
entertainment,Cannes 2018: મલ્લિકા શેરાવત પાંજરે પુરાઇ આપ્યો ખાસ સંદેશ,Cannes 2018: Mallika Sherawat Panjar delivers a special message
tech,Microwave ખરીદતા પહેલા આ બાબતનું રાખો ધ્યાન,Keep this in mind before buying a microwave.
tech,"4GB રેમ સાથે લોન્ચ થયો આ 4G સ્માર્ટફોન, જાણો ફિચર્સ અને કિંમત","This 4G smartphone launched with 4GB RAM, know the features and price"
business,"પોતાની ભૂલથી થશે રોડ અકસ્માત, તો નહી મળે વીમાનો ક્લેમ!","If a road accident happens due to your own fault, you will not get an insurance claim!"
entertainment,કુંડલી ભાગ્યની આ એક્ટ્રેસે બિકીની પહેરી આપ્યો આવો પોઝ,This actress from Kundali Bhagya gave this pose wearing a bikini
tech,"વરસાદમાં પણ નહીં ખરાબ થાય આ સ્માર્ટફોન, આમાં છે આ ખાસ વાત","This smartphone will not get damaged even in the rain, this is the special thing about it"
entertainment,"આ એક્ટ્રેસનો ખુલાસો, અડધી રાત્રે ઘરે આવી 'ડ્રિંક' કરતો'તો સલમાન ખાન",This actress revealed that Salman Khan used to come home at midnight and 'drink'
business,"4 ગુરૂમંત્ર, કરોડપતિ બનવાના ટોપ સિક્રેટ","4 Guru Mantras, Top Secrets to Becoming a Millionaire"
business,"આ કારણથી અડધાથી ઓછી કિંમતમાં મળે છે જેનેરિક દવા, સરકાર લાવશે નવો કાયદો","This is why generic medicines are available at less than half the price, the government will bring a new law"
entertainment,IPLમાં પરફોર્મ કરવા માટે રણવીર સિંહે માગી અધધ...રકમ,Ranveer Singh demanded a whopping amount to perform in IPL
entertainment,"હિમેશ રેશમિયાએ સોનિયા કપૂર સાથે કર્યા લગ્ન, સોશિયલ મીડિયા પર શેર કરી તસવીર","Himesh Reshammiya married Sonia Kapoor, shared the picture on social media"
entertainment,આ કયા છોકરાની સાથે વાઇરલ થઇ રહી છે સુહાના ખાનની તસવીર?,Which boy is this picture of Suhana Khan going viral with?
entertainment,"'હોપ ઔર હમ'માં જોવા મળશે ત્રણ પેઢીની કહાની, લોન્ચિંગ પર પહોંચ્યા ફિલ્મી સિતારા","'Hope Aur Hum' will feature a story of three generations, film stars arrived at the launch"
entertainment,"#MeToo: 'એક રાતનો સાથ નહીં આપે તો લોન્ચ નહીં કરું,' સુભાષ ઘાઇ સામે ફરિયાદ","#MeToo: 'If you don't support me for one night, I won't launch it,' complaint against Subhash Ghai"
entertainment,વિરાટ કોહલી અને અનુષ્કા શર્માએ શેર કરી રોમાન્ટિક સેલ્ફી,Virat Kohli and Anushka Sharma share a romantic selfie
business,"SBIમાં પરીક્ષા આપ્યાં વગર મેળવો નોકરી, 25 લાખથી શરુ થશે પેકેજ","Get a job in SBI without taking any exam, package starts from 25 lakhs"
business,"તમારી કાર ઘરે બેઠા જ કરશે હજારોની કમાણી, સરકાર ઝડપથી લેશે નિર્ણય!","Your car will earn thousands sitting at home, the government will take a decision quickly!"
tech,આટલી હોઇ શકે છે 12 સપ્ટેમ્બરે લોન્ચ થનાર iPhoneની કિંમત,This is what the price of the iPhone to be launched on September 12 could be
entertainment,"'Gully Boy'નું નવું ગીત 'Doori' રીલિઝ, જોવા મળી રણવીરની મજબૂરી","'Gully Boy' new song 'Doori' released, Ranveer's compulsion seen"
tech,"ટ્રેન ટિકિટ કેન્સલ કરતી વખતે ધ્યાનમાં રાખો આ 9 નિયમ, સરળતાથી મળશે રિફંડ","Keep these 9 rules in mind while cancelling train tickets, you will get a refund easily"
tech,"આજે લોન્ચ થશે Hyundai Creta, જુઓ કેવી હશે તેની ડિઝાઇન","Hyundai Creta to be launched today, see what its design will be like"
tech,"8 માર્ચથી શરૂ થશે Redmi Note 5ની ઓફલાઈન ડિલીવરી, પ્રી-બુકિંગ શરૂ","Redmi Note 5 offline delivery to start from March 8, pre-booking begins"
tech,"સેમસંગના આ સ્માર્ટફોન પર મળી રહ્યું છે રૂ. 19,000નું ડિસ્કાઉન્ટ, આજે અંતિમ દિવસ","This Samsung smartphone is available at Rs. 19,000 discount, last day today"
entertainment,"રણવીર અને દીપિકા લગ્નની પાર્ટીમાં કરશે આ ખાસ કામ, આવું છે તેમનું પ્લાનિંગ","Ranveer and Deepika will do this special thing at the wedding party, this is their plan"
tech,"ખાસ IPLફૅન્સ માટે આ યોજના,આ કંપની આપી રહ્યી છે ઓછી કિમતે ઇન્ટરનેટ ડેટા","This plan is specially for IPL fans, this company is providing internet data at low cost"
entertainment,'કિસ કી કબ્ર પર બૈઠે હો બચ્ચે..' કાદર ખાનનો સૌથી પ્રિય હતો આ ડાયલોગ,"'Sit on the grave of a kiss, my child..' This dialogue was Kader Khan's favorite."
business,"નાના ટેક્સધારકોને મોટી રાહત, વિવાદના આ મામલામાં કોર્ટ-કાર્યવાહીથી બચી જશે","Big relief for small taxpayers, will avoid court proceedings in this controversial matter"
tech,"ભારતનું યુવાધન સ્માર્ટફોન પાછળ પાગલ, વેડફે છે દરરોજ ચારથી સાત કલાક","India's youth are crazy about smartphones, wasting four to seven hours every day"
business,"નોટ બદલાવનારના હાથે શાહી લગાવાશે, આરબીઆઇનું કડક વલણ",RBI's strict stance: Hand of note changer will be inked
entertainment,રિશી કપૂરને કેન્સર હોવાની વાત પર ભાઇ રણધીરે આપ્યો જવાબ આવો જવાબ!,Brother Randhir gave this answer to the news that Rishi Kapoor has cancer!
entertainment,લાંબા સમય બાદ પ્રિયંકા ચોપરાએ કરાવ્યું ખાસ Photoshoot,Priyanka Chopra did a special photoshoot after a long time.
entertainment,"સલમાને શરૂ કર્યુ '10 કા દમ'નું શૂટિંગ, ફી સાંભળીને ઉડી જશે હોશ","Salman starts shooting for '10 Ka Dum', you will be shocked to hear the fee"
entertainment,"હની સિંહે તોડ્યો રેકોર્ડ, ત્રણ દિવસમાં જ 1 કરોડ વખત જોવામાં આવ્યું આ ગીત","Honey Singh breaks record, this song was viewed 1 crore times in just three days"
tech,ડેટા સેફ્ટી માટે કરેલા બદલાવ પર FBએ સરકારને આપ્યો જવાબ,FB responds to government on changes made for data safety
tech,"iPhoneમાં આવ્યો બગ, કોલ રિસીવ કર્યા વગર લોકો સાંભળી રહ્યા છે વાતો","A bug has appeared in the iPhone, people are listening to conversations without receiving calls"
tech,"બસ હવે થોડી રાહ, ભારતમાં 2022 સુધી આવી શકે છે 5G સેવા","Just wait a little longer, 5G service may come to India by 2022"
entertainment,હાર્દિક પંડ્યા અને અલી અવરામનું બ્રેક અપ? આ હોટ એક્ટ્રેસને કરી રહ્યો છે ડેટ,Hardik Pandya and Ali Avram break up? He is dating this hot actress.
business,"લ્યો કરો વાત, હવે 6 GB રેમનો સ્માર્ટફોન, ચાઇનીઝ કંપનીએ વર્ની અપોલો કર્યો લોન્ચ","Let's talk, now a smartphone with 6 GB RAM, Chinese company launches Vernee Apollo"
business,"આરબીઆઇએ રેપોરેટ ઘટાડ્યો, ઇએમઆઇ ઘટવાની શક્યતા","RBI cuts repo rate, EMIs likely to fall"
business,"ICICI બેંકનું મહિલાઓ માટે ખાસ સેવિંગ એકાઉન્ટ, મળશે આ ફાયદો","ICICI Bank has a special savings account for women, you will get this benefit"
entertainment,છુટાછેડા બાદ આ રીતે આગળ વધી ગયા મલાઇકા અને અરબાઝ,This is how Malaika and Arbaaz moved forward after their divorce
business,ટેસ્ટ ડ્રાઇવ દરમિયાન ગૂગલની કારને અકસ્માત,Google car crashes during test drive
tech,#YouTubers: આ સ્માર્ટ બુટ તમારા ઘણા બધા કામ કરી દેશે સરળ,#YouTubers: This smart boot will make many of your tasks easier
business,"રૂપાણી સરકારનું પ્રથમ બજેટ,21 ફેબ્રુઆરીએ રાજ્યનું બજેટ રજૂ થશે","First budget of Rupani government, state budget to be presented on February 21"
tech,"કંઇક આવા દેખાય છે OnePlusના નવા બુલેટ વાયરલેસ ઇયરફોન, જાણો ફીચર્સ અને કિમત","This is what OnePlus' new Bullet Wireless Earphones look like, know the features and price"
business,"ત્રણ દોસ્તોનો કોફી બિઝનેસ માત્ર બે વર્ષમાં થયો હીટ, કમાય છે કરોડો રૂપિયા","The coffee business of three friends became a hit in just two years, earning crores of rupees"
entertainment,GOSSIP:'યે હૈ મોહાબ્બતે'ની બે લિડ એક્ટ્રેસ વચ્ચે થયો ઝઘડો!,GOSSIP: A fight broke out between the two lead actresses of 'Yeh Hai Mohabbatein'!
tech,"iPhones પર છે 8 હજાર રુપિયાનું કેશબેક, આ રહી ઓફર","There is a cashback of 8 thousand rupees on iPhones, here is the offer"
business,"નવા વર્ષમાં કરોડપતિ બનવાની સૌથી સરળ રીત, માત્ર રૂ. 500થી કરો શરૂઆત","The easiest way to become a millionaire in the new year, start with just Rs. 500"
business,"વરસાદમાં કરો રોજ રૂ. 5-10 હજારની કમાણી, આ છે બિઝનેસ Idea","Earn Rs. 5-10 thousand daily in the rain, this is the business idea"
tech,"સેવન સીટર Ertiga ભારતમાં લોન્ચ, જાણો કેટલી છે કિંમત","Seven-seater Ertiga launched in India, know its price"
business,"મેક ઇન ઇન્ડિયા: વર્લ્ડ બેંકના રિપોર્ટમાં ભારત 130મા સ્થાને, કેન્દ્ર સરકાર લાલઘૂમ","Make in India: India ranks 130th in World Bank report, central government is in red"
entertainment,આ એક્ટ્રેસને બહેન બનાવીને આજે પણ પસ્તાય છે શાહરૂખ ખાન,Shahrukh Khan still regrets making this actress his sister
entertainment,"યો યો હની સિંહનું જોરદાર કમબેક, ‘મખના’ ગીતથી મચાવી ધૂમ","Yo Yo Honey Singh's big comeback, creates buzz with the song 'Makhna'"
entertainment,'બિગ બોસ'માં નાઇટીઝને કારણે ચર્ચામાં આવેલી અર્શી ખાન હવે ટેટૂને કારણે છવાઇ!,"Arshi Khan, who was in the news for her nighties in 'Bigg Boss', is now in the news for her tattoos!"
business,"બ્રેગ્ઝિટની અસર દેખાઇ શેર બજાર પર, સેન્સેક્સ-નિફ્ટીમાં બોલાયો કડાકો","Brexit's impact on the stock market was visible, Sensex-Nifty fell"
entertainment,ફૂટબોલ પ્રેમી રણબીર કરવા માંગે છે કોઇ આવી બાયોપિક,Football lover Ranbir wants to do such a biopic
business,"દેશની 9 સરકારી બેંક બંધ કરશે તેમની બ્રાન્ચ, સરકારને સોંપાયો નવો પ્લાન!","9 government banks of the country will close their branches, new plan handed over to the government!"
business,આનંદો : 15 ટકા સુધી વધી શકે છે કર્મચારીઓનો પગાર,Anando: Employees' salaries may increase by up to 15 percent
tech,"હવે નહીં બૂક કરી શકો નવી Santro, જાણો શું છે કારણ","You can no longer book the new Santro, know the reason"
entertainment,સલમાનના કેસની સુનાવણી કરી રહેલા જજની થઇ મોડી રાતે બદલી,Judge hearing Salman's case transferred late at night
entertainment,જ્યારે શ્રીદેવીને 'ખરાબ મા' કહીને જાહ્નવીએ તેની સાથે વાતચીત કરી હતી બંધ,When Janhvi stopped talking to Sridevi by calling her a 'bad mother'
business,"Vodafone 50 લાખ યુવાનોને આપશે નોકરી, આવો છે પ્લાન","Vodafone will provide jobs to 50 lakh youth, here is the plan"
entertainment,Viral:જ્યારે આમિર ખાનને મળી ટીવીની 'કોમોલિકા',Viral: When Aamir Khan got TV's 'Komolica'
entertainment,પાંચ મહિને મુંબઇ આવેલી સોનાલીએ ડોગ સાથેની તસવીર શેર કરી,"Sonali, who came to Mumbai after five months, shared a picture with her dog."
tech,"ટુંક સમયમાં આવશે 9 કેમેરાવાળો ફોન, આટલી હોઈ શકે છે કિંમત","A phone with 9 cameras will be coming soon, this is what the price could be"
entertainment,Pics: બિકિની પહેરીને કેલિફોર્નિયામાં એન્જોય કરી રહી છે આ અભિનેત્રી,Pics: This actress is enjoying herself in California wearing a bikini.
business,SBI રૂપિયા 5740 કરોડની લોન વસૂલવા સંપત્તિની હરાજી કરશે,SBI to auction assets to recover loans worth Rs 5740 crore
business,"વોટ્સએપ હવે ફુલ સિક્યોર, કોઇ નહીં વાંચી શકે તમારો મેસેજ","WhatsApp is now fully secure, no one can read your messages"
entertainment,રણવીર કપૂરની સાથેની તસવીર અંગે માહિરાએ તોડ્યું મૌન,Mahira breaks silence on picture with Ranbir Kapoor
entertainment,બ્લેક બિકિનીમાં બિગબોસની એક્સ કન્ટેસ્ટન્ટે લગાવી આગ,Bigg Boss ex-contestant sets fire in black bikini
entertainment,TV સ્ટાર્સે આગવા અંદાજમાં ગણપતિ બાપાનું કર્યું સ્વાગત,TV stars welcomed Ganapati Bapa in a grand manner
tech,"YouTubeમાં આવ્યું નવુ ફિચર, શું તમે જોયુ ?","A new feature has come to YouTube, have you seen it?"
tech,"ભૂલથી પણ ઇન્સ્ટોલ ન કરો આ એપ્સ, થઇ શકે છે ભારે નુક્સાન","Do not install these apps even by mistake, it can cause serious damage"
